TurbID,Day,Tmstamp,Wspd,Wdir,Etmp,Itmp,Ndir,Pab1,Pab2,Pab3,Prtv,Patv
1,201,14:20,2.7650673856864003,0,0,0,0,0,0,0,0,9999
1,201,14:30,3.4949991329978776,0,0,0,0,0,0,0,0,9999
1,201,14:40,3.6915521505953945,0,0,0,0,0,0,0,0,9999
1,201,14:50,3.577015507084655,0,0,0,0,0,0,0,0,9999
1,201,15:00,3.4444665491338062,0,0,0,0,0,0,0,0,9999
1,201,15:10,3.3199304175740423,0,0,0,0,0,0,0,0,9999
1,201,15:20,3.609839389183261,0,0,0,0,0,0,0,0,9999
1,201,15:30,3.2767500255506707,0,0,0,0,0,0,0,0,9999
1,201,15:40,3.070919048048487,0,0,0,0,0,0,0,0,9999
1,201,15:50,3.1942870441242963,0,0,0,0,0,0,0,0,9999
1,201,16:00,3.6074323736190164,0,0,0,0,0,0,0,0,9999
1,201,16:10,3.616003673222767,0,0,0,0,0,0,0,0,9999
1,201,16:20,3.693388146162902,0,0,0,0,0,0,0,0,9999
1,201,16:30,3.6716340820110447,0,0,0,0,0,0,0,0,9999
1,201,16:40,3.6765690972703022,0,0,0,0,0,0,0,0,9999
1,201,16:50,4.125098789760133,0,0,0,0,0,0,0,0,9999
1,201,17:00,3.7501271866103756,0,0,0,0,0,0,0,0,9999
1,201,17:10,4.577631675860433,0,0,0,0,0,0,0,0,9999
1,201,17:20,4.8599097479873405,0,0,0,0,0,0,0,0,9999
1,201,17:30,5.15887821640168,0,0,0,0,0,0,0,0,9999
1,201,17:40,5.6706277919737085,0,0,0,0,0,0,0,0,9999
1,201,17:50,6.141727561066169,0,0,0,0,0,0,0,0,9999
1,201,18:00,6.225695001901257,0,0,0,0,0,0,0,0,9999
1,201,18:10,6.319537037554329,0,0,0,0,0,0,0,0,9999
1,201,18:20,6.312064367377084,0,0,0,0,0,0,0,0,9999
1,201,18:30,6.459773248094336,0,0,0,0,0,0,0,0,9999
1,201,18:40,6.5996777944844105,0,0,0,0,0,0,0,0,9999
1,201,18:50,5.715137061259844,0,0,0,0,0,0,0,0,9999
1,201,19:00,5.797697744456781,0,0,0,0,0,0,0,0,9999
1,201,19:10,6.684959677322512,0,0,0,0,0,0,0,0,9999
1,201,19:20,6.7836811922527,0,0,0,0,0,0,0,0,9999
1,201,19:30,7.02685102038066,0,0,0,0,0,0,0,0,9999
1,201,19:40,5.922533729812625,0,0,0,0,0,0,0,0,9999
1,201,19:50,7.018999957339162,0,0,0,0,0,0,0,0,9999
1,201,20:00,7.318335503854536,0,0,0,0,0,0,0,0,9999
1,201,20:10,7.750661305846424,0,0,0,0,0,0,0,0,9999
1,201,20:20,7.612673846872177,0,0,0,0,0,0,0,0,9999
1,201,20:30,6.267177305518319,0,0,0,0,0,0,0,0,9999
1,201,20:40,8.088108792627843,0,0,0,0,0,0,0,0,9999
1,201,20:50,7.4862174512651425,0,0,0,0,0,0,0,0,9999
1,201,21:00,8.813454922864562,0,0,0,0,0,0,0,0,9999
1,201,21:10,7.831423437264233,0,0,0,0,0,0,0,0,9999
1,201,21:20,7.014628381153034,0,0,0,0,0,0,0,0,9999
1,201,21:30,7.74345179243677,0,0,0,0,0,0,0,0,9999
1,201,21:40,7.764608746825882,0,0,0,0,0,0,0,0,9999
1,201,21:50,8.227848060431414,0,0,0,0,0,0,0,0,9999
1,201,22:00,8.279143225252085,0,0,0,0,0,0,0,0,9999
1,201,22:10,7.56163085134467,0,0,0,0,0,0,0,0,9999
1,201,22:20,7.257250336117318,0,0,0,0,0,0,0,0,9999
1,201,22:30,7.193360695159119,0,0,0,0,0,0,0,0,9999
1,201,22:40,7.48914857645458,0,0,0,0,0,0,0,0,9999
1,201,22:50,7.114689782542157,0,0,0,0,0,0,0,0,9999
1,201,23:00,6.712110302112045,0,0,0,0,0,0,0,0,9999
1,201,23:10,6.654386723847637,0,0,0,0,0,0,0,0,9999
1,201,23:20,7.832219016587077,0,0,0,0,0,0,0,0,9999
1,201,23:30,8.290419187354924,0,0,0,0,0,0,0,0,9999
1,201,23:40,8.922676420575286,0,0,0,0,0,0,0,0,9999
1,201,23:50,9.007248978463535,0,0,0,0,0,0,0,0,9999
1,202,00:00,8.847766908122138,0,0,0,0,0,0,0,0,9999
1,202,00:10,9.61845414126529,0,0,0,0,0,0,0,0,9999
1,202,00:20,7.924288247024679,0,0,0,0,0,0,0,0,9999
1,202,00:30,8.034214607742637,0,0,0,0,0,0,0,0,9999
1,202,00:40,7.491117624115726,0,0,0,0,0,0,0,0,9999
1,202,00:50,7.242704942424222,0,0,0,0,0,0,0,0,9999
1,202,01:00,7.815068487576841,0,0,0,0,0,0,0,0,9999
1,202,01:10,7.032301352754224,0,0,0,0,0,0,0,0,9999
1,202,01:20,6.625961061979613,0,0,0,0,0,0,0,0,9999
1,202,01:30,6.630095902328959,0,0,0,0,0,0,0,0,9999
1,202,01:40,6.515965068511887,0,0,0,0,0,0,0,0,9999
1,202,01:50,6.355140102480422,0,0,0,0,0,0,0,0,9999
1,202,02:00,6.222588366530443,0,0,0,0,0,0,0,0,9999
1,202,02:10,5.983362703487234,0,0,0,0,0,0,0,0,9999
1,202,02:20,5.569528493356544,0,0,0,0,0,0,0,0,9999
1,202,02:30,5.8612973701108775,0,0,0,0,0,0,0,0,9999
1,202,02:40,5.353126385378112,0,0,0,0,0,0,0,0,9999
1,202,02:50,5.385573076754106,0,0,0,0,0,0,0,0,9999
1,202,03:00,5.189203321626187,0,0,0,0,0,0,0,0,9999
1,202,03:10,4.555173548871935,0,0,0,0,0,0,0,0,9999
1,202,03:20,5.353319244634955,0,0,0,0,0,0,0,0,9999
1,202,03:30,4.188434948341573,0,0,0,0,0,0,0,0,9999
1,202,03:40,4.188295565536318,0,0,0,0,0,0,0,0,9999
1,202,03:50,4.167164953955502,0,0,0,0,0,0,0,0,9999
1,202,04:00,4.688519546341251,0,0,0,0,0,0,0,0,9999
1,202,04:10,4.981909236330643,0,0,0,0,0,0,0,0,9999
1,202,04:20,4.872642100697314,0,0,0,0,0,0,0,0,9999
1,202,04:30,5.421986512837542,0,0,0,0,0,0,0,0,9999
1,202,04:40,5.183934313996095,0,0,0,0,0,0,0,0,9999
1,202,04:50,4.97910043180317,0,0,0,0,0,0,0,0,9999
1,202,05:00,4.850312910493504,0,0,0,0,0,0,0,0,9999
1,202,05:10,4.504295004941106,0,0,0,0,0,0,0,0,9999
1,202,05:20,4.097621471465936,0,0,0,0,0,0,0,0,9999
1,202,05:30,4.748665343148501,0,0,0,0,0,0,0,0,9999
1,202,05:40,4.665957002299361,0,0,0,0,0,0,0,0,9999
1,202,05:50,4.489468751117224,0,0,0,0,0,0,0,0,9999
1,202,06:00,4.3083940139236825,0,0,0,0,0,0,0,0,9999
1,202,06:10,4.3968285751827425,0,0,0,0,0,0,0,0,9999
1,202,06:20,4.661826086653664,0,0,0,0,0,0,0,0,9999
1,202,06:30,4.763260884548372,0,0,0,0,0,0,0,0,9999
1,202,06:40,5.003480008271899,0,0,0,0,0,0,0,0,9999
1,202,06:50,4.398165743434157,0,0,0,0,0,0,0,0,9999
1,202,07:00,4.149618601576615,0,0,0,0,0,0,0,0,9999
1,202,07:10,3.3369739898159407,0,0,0,0,0,0,0,0,9999
1,202,07:20,3.4183697225462852,0,0,0,0,0,0,0,0,9999
1,202,07:30,2.6536610062007306,0,0,0,0,0,0,0,0,9999
1,202,07:40,2.7626726964340462,0,0,0,0,0,0,0,0,9999
1,202,07:50,2.9679574966517714,0,0,0,0,0,0,0,0,9999
1,202,08:00,2.849377828197078,0,0,0,0,0,0,0,0,9999
1,202,08:10,2.748482643047986,0,0,0,0,0,0,0,0,9999
1,202,08:20,2.4836653696413458,0,0,0,0,0,0,0,0,9999
1,202,08:30,2.3173346785469304,0,0,0,0,0,0,0,0,9999
1,202,08:40,2.82077854450839,0,0,0,0,0,0,0,0,9999
1,202,08:50,2.502795419998381,0,0,0,0,0,0,0,0,9999
1,202,09:00,2.4401217145018457,0,0,0,0,0,0,0,0,9999
1,202,09:10,2.9808489703616217,0,0,0,0,0,0,0,0,9999
1,202,09:20,2.7298572694373466,0,0,0,0,0,0,0,0,9999
1,202,09:30,2.6330417546191076,0,0,0,0,0,0,0,0,9999
1,202,09:40,2.6503191555984746,0,0,0,0,0,0,0,0,9999
1,202,09:50,2.8839413609289353,0,0,0,0,0,0,0,0,9999
1,202,10:00,3.386074264419651,0,0,0,0,0,0,0,0,9999
1,202,10:10,2.631408175489691,0,0,0,0,0,0,0,0,9999
1,202,10:20,1.9826630674769425,0,0,0,0,0,0,0,0,9999
1,202,10:30,1.6320597691049563,0,0,0,0,0,0,0,0,9999
1,202,10:40,1.2120968275750075,0,0,0,0,0,0,0,0,9999
1,202,10:50,1.742602424050616,0,0,0,0,0,0,0,0,9999
1,202,11:00,0.7479332927682626,0,0,0,0,0,0,0,0,9999
1,202,11:10,-0.4285096344524437,0,0,0,0,0,0,0,0,9999
1,202,11:20,-0.48264499030102515,0,0,0,0,0,0,0,0,9999
1,202,11:30,-0.5268869615401531,0,0,0,0,0,0,0,0,9999
1,202,11:40,0.7264102876225689,0,0,0,0,0,0,0,0,9999
1,202,11:50,0.35673879386200175,0,0,0,0,0,0,0,0,9999
1,202,12:00,0.3242625762065447,0,0,0,0,0,0,0,0,9999
1,202,12:10,0.40692447906155427,0,0,0,0,0,0,0,0,9999
1,202,12:20,0.9085933259657119,0,0,0,0,0,0,0,0,9999
1,202,12:30,1.902864726393548,0,0,0,0,0,0,0,0,9999
1,202,12:40,1.7336572435448865,0,0,0,0,0,0,0,0,9999
1,202,12:50,1.4953596560653026,0,0,0,0,0,0,0,0,9999
1,202,13:00,1.7029292752370542,0,0,0,0,0,0,0,0,9999
1,202,13:10,2.116950630420342,0,0,0,0,0,0,0,0,9999
1,202,13:20,1.0932845047590427,0,0,0,0,0,0,0,0,9999
1,202,13:30,1.056446487749046,0,0,0,0,0,0,0,0,9999
1,202,13:40,0.4895445706400774,0,0,0,0,0,0,0,0,9999
1,202,13:50,0.49284400609903034,0,0,0,0,0,0,0,0,9999
1,202,14:00,0.6616817448972097,0,0,0,0,0,0,0,0,9999
1,202,14:10,0.3657155309261104,0,0,0,0,0,0,0,0,9999
1,202,14:20,1.1708276146725185,0,0,0,0,0,0,0,0,9999
1,202,14:30,0.8864142729636642,0,0,0,0,0,0,0,0,9999
1,202,14:40,0.7261428942654773,0,0,0,0,0,0,0,0,9999
1,202,14:50,0.6127363191336261,0,0,0,0,0,0,0,0,9999
1,202,15:00,0.7174837650099022,0,0,0,0,0,0,0,0,9999
1,202,15:10,0.7053146055239385,0,0,0,0,0,0,0,0,9999
1,202,15:20,0.7562872639975957,0,0,0,0,0,0,0,0,9999
1,202,15:30,1.3797390060389325,0,0,0,0,0,0,0,0,9999
1,202,15:40,1.120544395635467,0,0,0,0,0,0,0,0,9999
1,202,15:50,0.5680672734774185,0,0,0,0,0,0,0,0,9999
1,202,16:00,0.5600772714531239,0,0,0,0,0,0,0,0,9999
1,202,16:10,0.314638449846895,0,0,0,0,0,0,0,0,9999
1,202,16:20,0.718995776095974,0,0,0,0,0,0,0,0,9999
1,202,16:30,1.114553609896466,0,0,0,0,0,0,0,0,9999
1,202,16:40,1.0686318950149396,0,0,0,0,0,0,0,0,9999
1,202,16:50,0.8791662806762296,0,0,0,0,0,0,0,0,9999
1,202,17:00,0.8403474287170208,0,0,0,0,0,0,0,0,9999
1,202,17:10,0.42363459768690526,0,0,0,0,0,0,0,0,9999
1,202,17:20,1.9102810796800127,0,0,0,0,0,0,0,0,9999
1,202,17:30,2.99721105461514,0,0,0,0,0,0,0,0,9999
1,202,17:40,2.9263207512741762,0,0,0,0,0,0,0,0,9999
1,202,17:50,3.446888865039992,0,0,0,0,0,0,0,0,9999
1,202,18:00,3.4666581347111736,0,0,0,0,0,0,0,0,9999
1,202,18:10,4.056492069520074,0,0,0,0,0,0,0,0,9999
1,202,18:20,4.344977384235039,0,0,0,0,0,0,0,0,9999
1,202,18:30,4.946876645921535,0,0,0,0,0,0,0,0,9999
1,202,18:40,5.338455593566871,0,0,0,0,0,0,0,0,9999
1,202,18:50,5.312651558946219,0,0,0,0,0,0,0,0,9999
1,202,19:00,4.709068468105769,0,0,0,0,0,0,0,0,9999
1,202,19:10,4.3357300053148915,0,0,0,0,0,0,0,0,9999
1,202,19:20,4.8942417356858945,0,0,0,0,0,0,0,0,9999
1,202,19:30,4.6510351421493965,0,0,0,0,0,0,0,0,9999
1,202,19:40,3.8529766928862363,0,0,0,0,0,0,0,0,9999
1,202,19:50,3.354831284246873,0,0,0,0,0,0,0,0,9999
1,202,20:00,2.8471918677547627,0,0,0,0,0,0,0,0,9999
1,202,20:10,3.0704191744029035,0,0,0,0,0,0,0,0,9999
1,202,20:20,3.0884044358117,0,0,0,0,0,0,0,0,9999
1,202,20:30,2.787276752650095,0,0,0,0,0,0,0,0,9999
1,202,20:40,3.1775415542702925,0,0,0,0,0,0,0,0,9999
1,202,20:50,3.2735994462239737,0,0,0,0,0,0,0,0,9999
1,202,21:00,4.854310604865346,0,0,0,0,0,0,0,0,9999
1,202,21:10,6.285425391593235,0,0,0,0,0,0,0,0,9999
1,202,21:20,6.329543308220604,0,0,0,0,0,0,0,0,9999
1,202,21:30,6.293297824040545,0,0,0,0,0,0,0,0,9999
1,202,21:40,6.501473222075685,0,0,0,0,0,0,0,0,9999
1,202,21:50,7.279977520960884,0,0,0,0,0,0,0,0,9999
1,202,22:00,7.395581207687537,0,0,0,0,0,0,0,0,9999
1,202,22:10,6.6546706548906265,0,0,0,0,0,0,0,0,9999
1,202,22:20,7.599499871483178,0,0,0,0,0,0,0,0,9999
1,202,22:30,6.7967265004657405,0,0,0,0,0,0,0,0,9999
1,202,22:40,4.798456136150606,0,0,0,0,0,0,0,0,9999
1,202,22:50,5.1234655296859914,0,0,0,0,0,0,0,0,9999
1,202,23:00,4.598299245973134,0,0,0,0,0,0,0,0,9999
1,202,23:10,4.049887679123474,0,0,0,0,0,0,0,0,9999
1,202,23:20,4.090743226729458,0,0,0,0,0,0,0,0,9999
1,202,23:30,5.037678584088101,0,0,0,0,0,0,0,0,9999
1,202,23:40,5.2609646001962,0,0,0,0,0,0,0,0,9999
1,202,23:50,4.663494616892518,0,0,0,0,0,0,0,0,9999
2,201,00:00,7.745878060597918,0,0,0,0,0,0,0,0,9999
2,201,00:10,7.963259109953269,0,0,0,0,0,0,0,0,9999
2,201,00:20,7.80648081012137,0,0,0,0,0,0,0,0,9999
2,201,00:30,6.962498443544741,0,0,0,0,0,0,0,0,9999
2,201,00:40,7.130564610864168,0,0,0,0,0,0,0,0,9999
2,201,00:50,6.4897928490732335,0,0,0,0,0,0,0,0,9999
2,201,01:00,6.360864068125839,0,0,0,0,0,0,0,0,9999
2,201,01:10,6.494653245354822,0,0,0,0,0,0,0,0,9999
2,201,01:20,6.774984741468881,0,0,0,0,0,0,0,0,9999
2,201,01:30,6.657039173412359,0,0,0,0,0,0,0,0,9999
2,201,01:40,6.238819388432872,0,0,0,0,0,0,0,0,9999
2,201,01:50,5.950230518044559,0,0,0,0,0,0,0,0,9999
2,201,02:00,5.462275636747006,0,0,0,0,0,0,0,0,9999
2,201,02:10,5.270035343625904,0,0,0,0,0,0,0,0,9999
2,201,02:20,5.116908932984541,0,0,0,0,0,0,0,0,9999
2,201,02:30,5.419401376400199,0,0,0,0,0,0,0,0,9999
2,201,02:40,5.369448826053782,0,0,0,0,0,0,0,0,9999
2,201,02:50,5.654097798418599,0,0,0,0,0,0,0,0,9999
2,201,03:00,5.851036244534938,0,0,0,0,0,0,0,0,9999
2,201,03:10,5.576839093984371,0,0,0,0,0,0,0,0,9999
2,201,03:20,5.125547921759236,0,0,0,0,0,0,0,0,9999
2,201,03:30,5.257029900718657,0,0,0,0,0,0,0,0,9999
2,201,03:40,5.521918873640952,0,0,0,0,0,0,0,0,9999
2,201,03:50,5.418981488546501,0,0,0,0,0,0,0,0,9999
2,201,04:00,5.486723177389846,0,0,0,0,0,0,0,0,9999
2,201,04:10,4.938529416307758,0,0,0,0,0,0,0,0,9999
2,201,04:20,5.189524318209858,0,0,0,0,0,0,0,0,9999
2,201,04:30,5.4913179897801925,0,0,0,0,0,0,0,0,9999
2,201,04:40,4.885957176303941,0,0,0,0,0,0,0,0,9999
2,201,04:50,4.780306913711458,0,0,0,0,0,0,0,0,9999
2,201,05:00,5.214510595636683,0,0,0,0,0,0,0,0,9999
2,201,05:10,5.2885518826901885,0,0,0,0,0,0,0,0,9999
2,201,05:20,5.287405395099761,0,0,0,0,0,0,0,0,9999
2,201,05:30,5.091082842606449,0,0,0,0,0,0,0,0,9999
2,201,05:40,5.191821119165174,0,0,0,0,0,0,0,0,9999
2,201,05:50,5.46947726589218,0,0,0,0,0,0,0,0,9999
2,201,06:00,5.1970714272604095,0,0,0,0,0,0,0,0,9999
2,201,06:10,5.402519969660501,0,0,0,0,0,0,0,0,9999
2,201,06:20,5.540682376289858,0,0,0,0,0,0,0,0,9999
2,201,06:30,5.088340464586656,0,0,0,0,0,0,0,0,9999
2,201,06:40,5.092742083193716,0,0,0,0,0,0,0,0,9999
2,201,06:50,4.622614262806982,0,0,0,0,0,0,0,0,9999
2,201,07:00,5.1591001373950665,0,0,0,0,0,0,0,0,9999
2,201,07:10,4.760052334738347,0,0,0,0,0,0,0,0,9999
2,201,07:20,5.158396486641833,0,0,0,0,0,0,0,0,9999
2,201,07:30,4.731950704840295,0,0,0,0,0,0,0,0,9999
2,201,07:40,4.459264703752295,0,0,0,0,0,0,0,0,9999
2,201,07:50,4.323308558087559,0,0,0,0,0,0,0,0,9999
2,201,08:00,4.723383002630282,0,0,0,0,0,0,0,0,9999
2,201,08:10,4.643477434698487,0,0,0,0,0,0,0,0,9999
2,201,08:20,5.125407329453856,0,0,0,0,0,0,0,0,9999
2,201,08:30,5.017363124292252,0,0,0,0,0,0,0,0,9999
2,201,08:40,5.326888029196496,0,0,0,0,0,0,0,0,9999
2,201,08:50,5.407179157279878,0,0,0,0,0,0,0,0,9999
2,201,09:00,5.572853805337307,0,0,0,0,0,0,0,0,9999
2,201,09:10,5.794199667933454,0,0,0,0,0,0,0,0,9999
2,201,09:20,6.772770162931097,0,0,0,0,0,0,0,0,9999
2,201,09:30,7.642227532953244,0,0,0,0,0,0,0,0,9999
2,201,09:40,9.5919474880023,0,0,0,0,0,0,0,0,9999
2,201,09:50,8.256801117625832,0,0,0,0,0,0,0,0,9999
2,201,10:00,6.56298112458564,0,0,0,0,0,0,0,0,9999
2,201,10:10,6.680777254137282,0,0,0,0,0,0,0,0,9999
2,201,10:20,4.688490223404224,0,0,0,0,0,0,0,0,9999
2,201,10:30,4.5757867520913305,0,0,0,0,0,0,0,0,9999
2,201,10:40,5.131530637735313,0,0,0,0,0,0,0,0,9999
2,201,10:50,5.674180847184724,0,0,0,0,0,0,0,0,9999
2,201,11:00,5.622544758689289,0,0,0,0,0,0,0,0,9999
2,201,11:10,4.0955827333558465,0,0,0,0,0,0,0,0,9999
2,201,11:20,4.9368240873034335,0,0,0,0,0,0,0,0,9999
2,201,11:30,4.319008238747453,0,0,0,0,0,0,0,0,9999
2,201,11:40,4.812820195064675,0,0,0,0,0,0,0,0,9999
2,201,11:50,4.6434337969743105,0,0,0,0,0,0,0,0,9999
2,201,12:00,4.130460360843099,0,0,0,0,0,0,0,0,9999
2,201,12:10,3.4451615625073777,0,0,0,0,0,0,0,0,9999
2,201,12:20,3.1656793318481564,0,0,0,0,0,0,0,0,9999
2,201,12:30,3.439133527298655,0,0,0,0,0,0,0,0,9999
2,201,12:40,3.6876216685087857,0,0,0,0,0,0,0,0,9999
2,201,12:50,3.4737701391342664,0,0,0,0,0,0,0,0,9999
2,201,13:00,3.0819427711946346,0,0,0,0,0,0,0,0,9999
2,201,13:10,3.3838100226717067,0,0,0,0,0,0,0,0,9999
2,201,13:20,3.1261190862978068,0,0,0,0,0,0,0,0,9999
2,201,13:30,3.096232831737867,0,0,0,0,0,0,0,0,9999
2,201,13:40,2.8386167555962194,0,0,0,0,0,0,0,0,9999
2,201,13:50,2.6996262424217443,0,0,0,0,0,0,0,0,9999
2,201,14:00,2.8389399982917696,0,0,0,0,0,0,0,0,9999
2,201,14:10,3.476447098026392,0,0,0,0,0,0,0,0,9999
2,201,14:20,3.344442922170074,0,0,0,0,0,0,0,0,9999
2,201,14:30,3.497010959257123,0,0,0,0,0,0,0,0,9999
2,201,14:40,3.202604517435606,0,0,0,0,0,0,0,0,9999
2,201,14:50,3.9443763502852462,0,0,0,0,0,0,0,0,9999
2,201,15:00,3.7202541409000554,0,0,0,0,0,0,0,0,9999
2,201,15:10,3.746394193992024,0,0,0,0,0,0,0,0,9999
2,201,15:20,3.5905820784646725,0,0,0,0,0,0,0,0,9999
2,201,15:30,4.051640885125349,0,0,0,0,0,0,0,0,9999
2,201,15:40,3.860788067557254,0,0,0,0,0,0,0,0,9999
2,201,15:50,3.576298969447031,0,0,0,0,0,0,0,0,9999
2,201,16:00,4.008717281319833,0,0,0,0,0,0,0,0,9999
2,201,16:10,3.9290765087839046,0,0,0,0,0,0,0,0,9999
2,201,16:20,3.9035587456250687,0,0,0,0,0,0,0,0,9999
2,201,16:30,4.072169561558643,0,0,0,0,0,0,0,0,9999
2,201,16:40,3.717857664229957,0,0,0,0,0,0,0,0,9999
2,201,16:50,4.084006096033942,0,0,0,0,0,0,0,0,9999
2,201,17:00,4.075305768463502,0,0,0,0,0,0,0,0,9999
2,201,17:10,4.278243874414999,0,0,0,0,0,0,0,0,9999
